,descriptiveNonRepeating_record_ID,descriptiveNonRepeating_online_media_mediaCount,descriptiveNonRepeating_online_media_media_thumbnail,descriptiveNonRepeating_online_media_media_idsId,descriptiveNonRepeating_online_media_media_usage_access,descriptiveNonRepeating_online_media_media_guid,descriptiveNonRepeating_online_media_media_type,descriptiveNonRepeating_online_media_media_content,descriptiveNonRepeating_unit_code,descriptiveNonRepeating_title_sort,descriptiveNonRepeating_guid,descriptiveNonRepeating_record_link,descriptiveNonRepeating_title_label,descriptiveNonRepeating_title_content,descriptiveNonRepeating_metadata_usage_access,descriptiveNonRepeating_data_source,indexedStructured_date,indexedStructured_object_type,indexedStructured_name,indexedStructured_topic,indexedStructured_online_media_type,freetext_setName_label,freetext_setName_content,freetext_date_label,freetext_date_content,freetext_identifier_label,freetext_identifier_content,freetext_creditLine_label,freetext_creditLine_content,freetext_name_label,freetext_name_content,freetext_topic_label,freetext_topic_content,freetext_title_label,freetext_title_content,freetext_physicalDescription_label,freetext_physicalDescription_content,freetext_dataSource_label,freetext_dataSource_content,freetext_objectType_label,freetext_objectType_content
0,npg_S_NPG.2001.58.6,1,http://ids.si.edu/ids/deliveryService?id=NPG-S-NPG_2001_58_6,NPG-S-NPG_2001_58_6,CC0,http://n2t.net/ark:/65665/tr21107f9e3-2f22-45af-a668-97857e6aca87,Images,http://ids.si.edu/ids/deliveryService?id=NPG-S-NPG_2001_58_6,NPG,SUN BIRD,http://n2t.net/ark:/65665/sm495ade37a-5893-475d-931c-f7fbed35add1,http://npg.si.edu/object/npg_S_NPG.2001.58.6,Title,Sun Bird,CC0,National Portrait Gallery,1850s,"{Exterior views,Prints}","{Stephens, Henry Louis,Rosenthal, Max,Wallace, James S.}","{Caricatures,Nature,Animals,Books and reading,Men,Birds,Portraits,Ecology}",Images,See more items in,National Portrait Gallery Collection,Date,1851,Object number,S/NPG.2001.58.6,Credit Line,"National Portrait Gallery, Smithsonian Institution","{Artist,Copy after,Sitter}","{Max Rosenthal, 1833 - 1918,Henry Louis Stephens, 1824 - 1882,James S. Wallace}","{Topic,Topic,Topic,Topic,Topic,Topic}","{Exterior,Caricature,Nature & Environment\Animal\Bird,Book,James S. Wallace: Male,Portrait}",Title,James S. Wallace,"{Medium,Dimensions,Dimensions,Dimensions}","{Color lithograph,Sheet: 27 × 17.5 cm (10 5/8 × 6 7/8""),Book (closed): 28.1 × 19.8 × 3.5 cm (11 1/16 × 7 13/16 × 1 3/8""),Book (opened): 28.1 × 41.2 cm (11 1/16 × 16 1/4"")}",Data Source,National Portrait Gallery,Type,Print
